Date,Time,Group,Pixel,Area,Plant,Area per plant,No.
2023-04-17,17:15:57,2-mid,1066038,1764.39,11,160.40,1
2023-04-17,17:16:06,1-upper,834075,1489.42,10,148.94,2
2023-04-17,17:16:16,2-upper,754894,1348.02,11,122.55,3
2023-04-17,17:16:26,3-lower,1023538,1736.94,10,173.69,4
2023-04-17,17:16:35,3-mid,1011072,1694.34,12,141.19,5
2023-04-17,17:16:45,3-upper,803688,1553.07,10,155.31,7
2023-04-17,17:16:54,1-mid,1012356,1808.38,9,200.93,8
2023-04-17,17:17:04,1-lower,863089,1465.12,11,133.19,9
2023-04-17,17:51:10,2-lower,899289,1507.25,12,125.60,0
2023-04-17,17:51:19,2-mid,1067967,1767.58,11,160.69,1
2023-04-17,17:51:28,1-upper,838240,1496.86,10,149.69,2
2023-04-17,17:51:38,2-upper,759725,1356.65,11,123.33,3
2023-04-17,17:51:47,3-lower,1027156,1743.08,10,174.31,4
2023-04-17,17:51:57,3-mid,1011585,1695.20,12,141.27,5
2023-04-17,17:52:06,3-upper,806938,1559.35,10,155.94,7
2023-04-17,17:52:16,1-mid,1016915,1816.52,9,201.84,8
2023-04-17,17:52:26,1-lower,868628,1474.52,11,134.05,9
2023-04-17,18:26:35,2-lower,903597,1514.47,12,126.21,0
2023-04-17,18:26:45,2-mid,1060189,1754.71,11,159.52,1
2023-04-17,18:26:54,1-upper,844229,1507.55,10,150.76,2
2023-04-17,18:27:03,2-upper,767346,1370.26,11,124.57,3
2023-04-17,18:27:13,3-lower,1029695,1747.39,10,174.74,4
2023-04-17,18:27:22,3-mid,1011660,1695.32,12,141.28,5
2023-04-17,18:27:32,3-upper,811310,1567.80,10,156.78,7
2023-04-17,18:27:41,1-mid,1022108,1825.80,9,202.87,8
2023-04-17,18:27:50,1-lower,875747,1486.61,11,135.15,9
2023-04-17,19:02:14,2-lower,906397,1519.16,12,126.60,0
2023-04-17,19:02:23,2-mid,1060724,1755.60,11,159.60,1
2023-04-17,19:02:33,1-upper,793380,1416.75,10,141.68,2
2023-04-17,19:02:43,2-upper,769012,1373.24,11,124.84,3
2023-04-17,19:02:53,3-lower,1030790,1749.24,10,174.92,4
2023-04-17,19:03:03,3-mid,1011246,1694.63,12,141.22,5
2023-04-17,19:03:12,3-upper,813302,1571.65,10,157.17,7
2023-04-17,19:03:22,1-mid,1023049,1827.48,9,203.05,8
2023-04-17,19:03:32,1-lower,877900,1490.26,11,135.48,9
2023-04-17,19:37:37,2-lower,910825,1526.58,12,127.22,0
2023-04-17,19:37:46,2-mid,1063406,1760.04,11,160.00,1
2023-04-17,19:37:56,1-upper,799407,1427.51,10,142.75,2
2023-04-17,19:38:06,2-upper,773637,1381.49,11,125.59,3
2023-04-17,19:38:15,3-lower,1033019,1753.03,10,175.30,4
2023-04-17,19:38:25,3-mid,1011516,1695.08,12,141.26,5
2023-04-17,19:38:34,3-upper,817381,1579.53,10,157.95,7
2023-04-17,19:38:44,1-mid,1023066,1827.51,9,203.06,8
2023-04-17,19:38:53,1-lower,881868,1497.00,11,136.09,9
2023-04-17,20:12:59,2-lower,913604,1531.24,12,127.60,0
2023-04-17,20:13:08,2-mid,1063526,1760.23,11,160.02,1
2023-04-17,20:13:17,1-upper,801427,1431.12,10,143.11,2
2023-04-17,20:13:27,2-upper,775839,1385.43,11,125.95,3
2023-04-17,20:13:37,3-lower,1034666,1755.82,10,175.58,4
2023-04-17,20:13:46,3-mid,1011812,1695.58,12,141.30,5
2023-04-17,20:13:56,3-upper,820487,1585.54,10,158.55,7
2023-04-17,20:14:05,1-mid,1023378,1828.07,9,203.12,8
2023-04-17,20:14:15,1-lower,885023,1502.35,11,136.58,9
2023-04-17,20:48:21,2-lower,918822,1539.99,12,128.33,0
2023-04-17,20:48:30,2-mid,1064736,1762.24,11,160.20,1
2023-04-17,20:48:39,1-upper,804508,1436.62,10,143.66,2
2023-04-17,20:48:49,2-upper,731686,1306.58,11,118.78,3
2023-04-17,20:48:58,3-lower,1024202,1738.06,10,173.81,4
2023-04-17,20:49:08,3-mid,1011991,1695.88,12,141.32,5
2023-04-17,20:49:17,3-upper,823137,1590.66,10,159.07,7
2023-04-17,20:49:27,1-mid,1026678,1833.96,9,203.77,8
2023-04-17,20:49:36,1-lower,889543,1510.03,11,137.28,9
2023-04-17,21:23:42,2-lower,918073,1538.73,12,128.23,0
2023-04-17,21:23:51,2-mid,1064872,1762.46,11,160.22,1
2023-04-17,21:24:01,1-upper,803701,1435.18,10,143.52,2
2023-04-17,21:24:10,2-upper,731479,1306.21,11,118.75,3
2023-04-17,21:24:20,3-lower,1023110,1736.21,10,173.62,4
2023-04-17,21:24:29,3-mid,1011721,1695.42,12,141.29,5
2023-04-17,21:24:38,3-upper,824091,1592.50,10,159.25,7
2023-04-17,21:24:48,1-mid,1026676,1833.96,9,203.77,8
2023-04-17,21:24:57,1-lower,890299,1511.31,11,137.39,9
2023-04-17,21:59:04,2-lower,921754,1544.90,12,128.74,0
2023-04-17,21:59:13,2-mid,1064305,1761.52,11,160.14,1
2023-04-17,21:59:22,1-upper,806470,1440.12,10,144.01,2
2023-04-17,21:59:32,2-upper,734842,1312.22,11,119.29,3
2023-04-17,21:59:42,3-lower,1023337,1736.60,10,173.66,4
2023-04-17,21:59:51,3-mid,1011961,1695.83,12,141.32,5
2023-04-17,22:00:00,3-upper,826194,1596.56,10,159.66,7
2023-04-17,22:00:10,1-mid,1025522,1831.90,9,203.54,8
2023-04-17,22:00:19,1-lower,891927,1514.07,11,137.64,9
2023-04-17,22:34:25,2-lower,923114,1547.18,12,128.93,0
2023-04-17,22:34:34,2-mid,1064742,1762.25,11,160.20,1
2023-04-17,22:34:45,1-upper,807390,1441.77,10,144.18,2
2023-04-17,22:34:54,2-upper,736489,1315.16,11,119.56,3
2023-04-17,22:35:04,3-lower,1023905,1737.56,10,173.76,4
2023-04-17,22:35:13,3-mid,1012133,1696.11,12,141.34,5
2023-04-17,22:35:22,3-upper,789721,1526.08,10,152.61,7
2023-04-17,22:35:32,1-mid,1025728,1832.27,9,203.59,8
2023-04-17,22:35:41,1-lower,894523,1518.48,11,138.04,9
2023-04-17,23:09:53,2-lower,926289,1552.50,12,129.38,0
2023-04-17,23:10:02,2-mid,1065187,1762.98,11,160.27,1
2023-04-17,23:10:12,1-upper,808785,1444.26,10,144.43,2
2023-04-17,23:10:22,2-upper,738687,1319.08,11,119.92,3
2023-04-17,23:10:31,3-lower,1022121,1734.53,10,173.45,4
2023-04-17,23:10:41,3-mid,1011992,1695.88,12,141.32,5
2023-04-17,23:10:50,3-upper,791355,1529.24,10,152.92,7
2023-04-17,23:11:00,1-mid,1026059,1832.86,9,203.65,8
2023-04-17,23:11:09,1-lower,895517,1520.17,11,138.20,9
2023-04-17,23:45:14,2-lower,868615,1455.84,12,121.32,0
2023-04-17,23:45:23,2-mid,1065360,1763.27,11,160.30,1
2023-04-17,23:45:32,1-upper,810199,1446.78,10,144.68,2
2023-04-17,23:45:42,2-upper,740376,1322.10,11,120.19,3
2023-04-17,23:45:51,3-lower,1023067,1736.14,10,173.61,4
2023-04-17,23:46:01,3-mid,1010026,1692.58,12,141.05,5
2023-04-17,23:46:10,3-upper,793589,1533.56,10,153.36,7
2023-04-17,23:46:20,1-mid,1025500,1831.86,9,203.54,8
2023-04-17,23:46:29,1-lower,898921,1525.95,11,138.72,9
2023-04-18,00:20:38,2-lower,869376,1457.11,12,121.43,0
2023-04-18,00:20:49,2-mid,1065557,1763.60,11,160.33,1
2023-04-18,00:20:59,1-upper,809770,1446.02,10,144.60,2
2023-04-18,00:21:09,2-upper,740375,1322.10,11,120.19,3
2023-04-18,00:21:18,3-lower,1021923,1734.20,10,173.42,4
2023-04-18,00:21:28,3-mid,1010993,1694.20,12,141.18,5
2023-04-18,00:21:37,3-upper,794046,1534.44,10,153.44,7
2023-04-18,00:21:46,1-mid,1026289,1833.27,9,203.70,8
2023-04-18,00:21:56,1-lower,896787,1522.32,11,138.39,9
2023-04-18,00:56:12,2-lower,871997,1461.50,12,121.79,0
2023-04-18,00:56:22,2-mid,1066239,1764.72,11,160.43,1
2023-04-18,00:56:32,1-upper,811333,1448.81,10,144.88,2
2023-04-18,00:56:42,2-upper,742153,1325.27,11,120.48,3
2023-04-18,00:56:52,3-lower,1022193,1734.66,10,173.47,4
2023-04-18,00:57:02,3-mid,1011136,1694.44,12,141.20,5
2023-04-18,00:57:12,3-upper,795702,1537.64,10,153.76,7
2023-04-18,00:57:23,1-mid,1026590,1833.81,9,203.76,8
2023-04-18,00:57:33,1-lower,852647,1447.39,11,131.58,9
2023-04-18,01:31:40,2-lower,872696,1462.68,12,121.89,0
2023-04-18,01:31:49,2-mid,1065925,1764.20,11,160.38,1
2023-04-18,01:31:58,1-upper,809882,1446.22,10,144.62,2
2023-04-18,01:32:08,2-upper,741727,1324.51,11,120.41,3
2023-04-18,01:32:18,3-lower,1022347,1734.92,10,173.49,4
2023-04-18,01:32:27,3-mid,1011721,1695.42,12,141.29,5
2023-04-18,01:32:37,3-upper,795267,1536.80,10,153.68,7
2023-04-18,01:32:47,1-mid,1026814,1834.21,9,203.80,8
2023-04-18,01:32:56,1-lower,852316,1446.83,11,131.53,9
2023-04-18,02:06:59,2-lower,877646,1470.97,12,122.58,0
2023-04-18,02:07:08,2-mid,1067132,1766.20,11,160.56,1
2023-04-18,02:07:17,1-upper,813460,1452.61,10,145.26,2
2023-04-18,02:07:27,2-upper,744795,1329.99,11,120.91,3
2023-04-18,02:07:36,3-lower,1023217,1736.39,10,173.64,4
2023-04-18,02:07:46,3-mid,1011921,1695.76,12,141.31,5
2023-04-18,02:07:55,3-upper,797484,1541.08,10,154.11,7
2023-04-18,02:08:04,1-mid,1028372,1836.99,9,204.11,8
2023-04-18,02:08:13,1-lower,855098,1451.56,11,131.96,9
2023-04-18,02:42:17,2-lower,879167,1473.52,12,122.79,0
2023-04-18,02:42:25,2-mid,1066974,1765.94,11,160.54,1
2023-04-18,02:42:36,1-upper,813672,1452.99,10,145.30,2
2023-04-18,02:42:46,2-upper,746788,1333.55,11,121.23,3
2023-04-18,02:42:56,3-lower,1023164,1736.30,10,173.63,4
2023-04-18,02:43:05,3-mid,1012553,1696.82,12,141.40,5
2023-04-18,02:43:15,3-upper,799618,1545.21,10,154.52,7
2023-04-18,02:43:25,1-mid,1028868,1837.88,9,204.21,8
2023-04-18,02:43:34,1-lower,856935,1454.67,11,132.24,9
2023-04-18,03:17:37,2-lower,881993,1478.26,12,123.19,0
2023-04-18,03:17:46,2-mid,1068575,1768.59,11,160.78,1
2023-04-18,03:17:55,1-upper,815062,1455.47,10,145.55,2
2023-04-18,03:18:05,2-upper,748562,1336.72,11,121.52,3
2023-04-18,03:18:14,3-lower,1022383,1734.98,10,173.50,4
2023-04-18,03:18:24,3-mid,1012499,1696.73,12,141.39,5
2023-04-18,03:18:33,3-upper,800353,1546.63,10,154.66,7
2023-04-18,03:18:42,1-mid,1024102,1829.36,9,203.26,8
2023-04-18,03:18:52,1-lower,858776,1457.80,11,132.53,9
2023-04-18,03:52:57,2-lower,882531,1479.16,12,123.26,0
2023-04-18,03:53:06,2-mid,1068114,1767.83,11,160.71,1
2023-04-18,03:53:16,1-upper,815131,1455.59,10,145.56,2
2023-04-18,03:53:25,2-upper,750346,1339.90,11,121.81,3
2023-04-18,03:53:35,3-lower,1022539,1735.24,10,173.52,4
2023-04-18,03:53:47,3-mid,1012671,1697.02,12,141.42,5
2023-04-18,03:53:57,3-upper,801834,1549.49,10,154.95,7
2023-04-18,03:54:07,1-mid,1024551,1830.16,9,203.35,8
2023-04-18,03:54:16,1-lower,859755,1459.46,11,132.68,9
2023-04-18,16:05:12,2-lower,857403,1437.04,12,119.75,0
2023-04-18,16:05:21,2-mid,1069548,1770.20,11,160.93,1
2023-04-18,16:05:31,1-upper,777412,1388.24,10,138.82,2
2023-04-18,16:05:41,2-upper,737042,1316.15,11,119.65,3
2023-04-18,16:05:50,3-lower,629270,1067.87,10,106.79,4
2023-04-18,16:06:00,3-mid,1020767,1710.58,12,142.55,5
2023-04-18,16:06:10,3-upper,854585,1651.43,10,165.14,7
2023-04-18,16:06:19,1-mid,1031876,1843.25,9,204.81,8
2023-04-18,16:06:29,1-lower,851077,1444.73,11,131.34,9
2023-04-18,16:40:39,2-lower,878621,1472.61,12,122.72,0
2023-04-18,16:40:48,2-mid,1072721,1775.45,11,161.40,1
2023-04-18,16:41:00,1-upper,824692,1472.66,10,147.27,2
2023-04-18,16:41:10,2-upper,727677,1299.42,11,118.13,3
2023-04-18,16:41:19,3-lower,594067,1008.13,10,100.81,4
2023-04-18,16:41:29,3-mid,1020295,1709.79,12,142.48,5
2023-04-18,16:41:38,3-upper,785175,1517.30,10,151.73,7
2023-04-18,16:41:48,1-mid,1038143,1854.44,9,206.05,8
2023-04-18,16:41:58,1-lower,837734,1422.08,11,129.28,9
2023-04-18,17:15:55,2-lower,887415,1487.35,12,123.95,0
2023-04-18,17:16:04,2-mid,1075427,1779.93,11,161.81,1
2023-04-18,17:16:14,1-upper,831849,1485.44,10,148.54,2
2023-04-18,17:16:23,2-upper,734629,1311.84,11,119.26,3
2023-04-18,17:16:33,3-lower,601194,1020.22,10,102.02,4
2023-04-18,17:16:41,3-mid,1020583,1710.27,12,142.52,5
2023-04-18,17:16:50,3-upper,792052,1530.59,10,153.06,7
2023-04-18,17:16:59,1-mid,1043711,1864.39,9,207.15,8
2023-04-18,17:17:08,1-lower,847245,1438.22,11,130.75,9
2023-04-18,17:51:03,2-lower,892227,1495.41,12,124.62,0
2023-04-18,17:51:11,2-mid,1077713,1783.71,11,162.16,1
2023-04-18,17:51:21,1-upper,835000,1491.07,10,149.11,2
2023-04-18,17:51:29,2-upper,740972,1323.16,11,120.29,3
2023-04-18,17:51:38,3-lower,609342,1034.05,10,103.40,4
2023-04-18,17:51:47,3-mid,1019419,1708.32,12,142.36,5
2023-04-18,17:51:56,3-upper,794643,1535.59,10,153.56,7
2023-04-18,17:52:05,1-mid,1042088,1861.49,9,206.83,8
2023-04-18,17:52:15,1-lower,851041,1444.67,11,131.33,9
2023-04-18,18:26:09,2-lower,898340,1505.66,12,125.47,0
2023-04-18,18:26:17,2-mid,1081283,1789.62,11,162.69,1
2023-04-18,18:26:26,1-upper,840969,1501.73,10,150.17,2
2023-04-18,18:26:35,2-upper,747228,1334.34,11,121.30,3
2023-04-18,18:26:44,3-lower,614084,1042.10,10,104.21,4
2023-04-18,18:26:53,3-mid,1019908,1709.14,12,142.43,5
2023-04-18,18:27:02,3-upper,799317,1544.63,10,154.46,7
2023-04-18,18:27:11,1-mid,1049362,1874.48,9,208.28,8
2023-04-18,18:27:19,1-lower,858231,1456.87,11,132.44,9
2023-04-18,19:01:34,2-lower,900088,1508.59,12,125.72,0
2023-04-18,19:01:43,2-mid,1078229,1784.57,11,162.23,1
2023-04-18,19:01:54,1-upper,795240,1420.07,10,142.01,2
2023-04-18,19:02:04,2-upper,749339,1338.11,11,121.65,3
2023-04-18,19:02:14,3-lower,617088,1047.19,10,104.72,4
2023-04-18,19:02:24,3-mid,1019770,1708.91,12,142.41,5
2023-04-18,19:02:35,3-upper,802399,1550.58,10,155.06,7
2023-04-18,19:02:45,1-mid,1053554,1881.97,9,209.11,8
2023-04-18,19:02:56,1-lower,861462,1462.36,11,132.94,9
2023-04-18,19:36:51,2-lower,903895,1514.97,12,126.25,0
2023-04-18,19:37:00,2-mid,1079245,1786.25,11,162.39,1
2023-04-18,19:37:09,1-upper,799187,1427.12,10,142.71,2
2023-04-18,19:37:18,2-upper,751981,1342.82,11,122.07,3
2023-04-18,19:37:27,3-lower,619734,1051.68,10,105.17,4
2023-04-18,19:37:36,3-mid,1019848,1709.04,12,142.42,5
2023-04-18,19:37:45,3-upper,804725,1555.08,10,155.51,7
2023-04-18,19:37:54,1-mid,1054405,1883.49,9,209.28,8
2023-04-18,19:38:03,1-lower,863351,1465.56,11,133.23,9
2023-04-18,20:11:57,2-lower,849998,1424.63,12,118.72,0
2023-04-18,20:12:05,2-mid,1080261,1787.93,11,162.54,1
2023-04-18,20:12:15,1-upper,799687,1428.01,10,142.80,2
2023-04-18,20:12:24,2-upper,753235,1345.06,11,122.28,3
2023-04-18,20:12:33,3-lower,620262,1052.58,10,105.26,4
