Date,Time,Group,Pixel,Area,Plant,Area per plant,No.
2023/4/11,20:38:16,2-lower,914767,1533.19,12,127.77,0
2023/4/11,20:38:26,2-mid,719009,1190.03,11,108.18,1
2023/4/11,20:38:38,1-upper,827799,1478.21,10,147.82,2
2023/4/11,20:38:50,2-upper,727688,1299.44,11,118.13,3
2023/4/11,20:39:01,3-lower,788481,1338.05,10,133.8,4
2023/4/11,20:39:13,3-mid,769554,1289.6,12,107.47,5
2023/4/11,20:39:24,3-upper,841245,1625.65,10,162.56,7
2023/4/11,20:39:36,1-mid,694266,1240.17,9,137.8,8
2023/4/11,20:39:48,1-lower,901677,1530.62,11,139.15,9
2023/4/11,21:12:37,2-lower,914062,1532.01,12,127.67,0
2023/4/11,21:12:46,2-mid,718429,1189.07,11,108.1,1
2023/4/11,21:12:56,1-upper,827601,1477.86,10,147.79,2
2023/4/11,21:13:07,2-upper,726951,1298.13,11,118.01,3
2023/4/11,21:13:17,3-lower,785205,1332.49,10,133.25,4
2023/4/11,21:13:27,3-mid,766809,1285,12,107.08,5
2023/4/11,21:13:37,3-upper,841402,1625.95,10,162.6,7
2023/4/11,21:13:47,1-mid,692832,1237.61,9,137.51,8
2023/4/11,21:13:58,1-lower,900944,1529.38,11,139.03,9
2023/4/11,21:46:47,2-lower,916213,1535.61,12,127.97,0
2023/4/11,21:46:56,2-mid,719484,1190.81,11,108.26,1
2023/4/11,21:47:06,1-upper,829165,1480.65,10,148.07,2
2023/4/11,21:47:17,2-upper,729267,1302.26,11,118.39,3
2023/4/11,21:47:27,3-lower,785931,1333.72,10,133.37,4
2023/4/11,21:47:38,3-mid,765220,1282.34,12,106.86,5
2023/4/11,21:47:48,3-upper,842886,1628.82,10,162.88,7
2023/4/11,21:47:58,1-mid,692586,1237.17,9,137.46,8
2023/4/11,21:48:08,1-lower,902818,1532.56,11,139.32,9
2023/4/11,22:20:56,2-lower,917132,1537.15,12,128.1,0
2023/4/11,22:21:05,2-mid,719641,1191.07,11,108.28,1
2023/4/11,22:21:15,1-upper,829611,1481.45,10,148.14,2
2023/4/11,22:21:26,2-upper,730508,1304.48,11,118.59,3
2023/4/11,22:21:36,3-lower,786221,1334.21,10,133.42,4
2023/4/11,22:21:46,3-mid,764124,1280.5,12,106.71,5
2023/4/11,22:21:56,3-upper,844052,1631.07,10,163.11,7
2023/4/11,22:22:07,1-mid,690984,1234.31,9,137.15,8
2023/4/11,22:22:18,1-lower,902782,1532.5,11,139.32,9
2023/4/11,22:54:56,2-lower,919216,1540.65,12,128.39,0
2023/4/11,22:55:04,2-mid,720528,1192.54,11,108.41,1
2023/4/11,22:55:14,1-upper,830749,1483.48,10,148.35,2
2023/4/11,22:55:23,2-upper,733193,1309.27,11,119.02,3
2023/4/11,22:55:33,3-lower,788934,1338.82,10,133.88,4
2023/4/11,22:55:42,3-mid,765762,1283.25,12,106.94,5
2023/4/11,22:55:52,3-upper,845564,1634,10,163.4,7
2023/4/11,22:56:02,1-mid,692050,1236.22,9,137.36,8
2023/4/11,22:56:11,1-lower,906776,1539.28,11,139.93,9
2023/4/11,23:28:55,2-lower,922190,1545.63,12,128.8,0
2023/4/11,23:29:04,2-mid,722899,1196.46,11,108.77,1
2023/4/11,23:29:14,1-upper,832187,1486.05,10,148.6,2
2023/4/11,23:29:23,2-upper,735707,1313.76,11,119.43,3
2023/4/11,23:29:33,3-lower,792068,1344.13,10,134.41,4
2023/4/11,23:29:43,3-mid,769425,1289.39,12,107.45,5
2023/4/11,23:29:53,3-upper,847751,1638.22,10,163.82,7
2023/4/11,23:30:03,1-mid,693744,1239.24,9,137.69,8
2023/4/11,23:30:13,1-lower,910333,1545.32,11,140.48,9
2023/4/12,0:02:50,2-lower,923692,1548.15,12,129.01,0
2023/4/12,0:02:59,2-mid,724728,1199.49,11,109.04,1
2023/4/12,0:03:08,1-upper,832760,1487.07,10,148.71,2
2023/4/12,0:03:18,2-upper,737276,1316.56,11,119.69,3
2023/4/12,0:03:27,3-lower,794584,1348.4,10,134.84,4
2023/4/12,0:03:36,3-mid,771963,1293.64,12,107.8,5
2023/4/12,0:03:46,3-upper,848931,1640.5,10,164.05,7
2023/4/12,0:03:56,1-mid,695022,1241.52,9,137.95,8
2023/4/12,0:04:05,1-lower,901485,1530.3,11,139.12,9
2023/4/12,0:36:42,2-lower,928731,1556.59,12,129.72,0
2023/4/12,0:36:50,2-mid,729242,1206.96,11,109.72,1
2023/4/12,0:37:00,1-upper,835476,1491.92,10,149.19,2
2023/4/12,0:37:09,2-upper,742376,1325.67,11,120.52,3
2023/4/12,0:37:19,3-lower,801467,1360.08,10,136.01,4
2023/4/12,0:37:28,3-mid,777599,1303.09,12,108.59,5
2023/4/12,0:37:37,3-upper,851839,1646.12,10,164.61,7
2023/4/12,0:37:47,1-mid,698336,1247.44,9,138.6,8
2023/4/12,0:37:56,1-lower,906836,1539.38,11,139.94,9
2023/4/12,1:10:34,2-lower,931808,1561.75,12,130.15,0
2023/4/12,1:10:43,2-mid,729970,1208.17,11,109.83,1
2023/4/12,1:10:52,1-upper,837122,1494.86,10,149.49,2
2023/4/12,1:11:02,2-upper,744233,1328.99,11,120.82,3
2023/4/12,1:11:11,3-lower,804499,1365.23,10,136.52,4
2023/4/12,1:11:21,3-mid,781348,1309.37,12,109.11,5
2023/4/12,1:11:30,3-upper,853427,1649.19,10,164.92,7
2023/4/12,1:11:40,1-mid,699072,1248.76,9,138.75,8
2023/4/12,1:11:49,1-lower,909856,1544.51,11,140.41,9
2023/4/12,1:44:25,2-lower,935156,1567.36,12,130.61,0
2023/4/12,1:44:34,2-mid,731837,1211.26,11,110.11,1
2023/4/12,1:44:44,1-upper,838669,1497.62,10,149.76,2
2023/4/12,1:44:53,2-upper,746864,1333.69,11,121.24,3
2023/4/12,1:45:03,3-lower,806524,1368.67,10,136.87,4
2023/4/12,1:45:13,3-mid,785856,1316.92,12,109.74,5
2023/4/12,1:45:22,3-upper,855118,1652.46,10,165.25,7
2023/4/12,1:45:32,1-mid,702440,1254.77,9,139.42,8
2023/4/12,1:45:42,1-lower,913739,1551.1,11,141.01,9
2023/4/12,2:18:20,2-lower,939175,1574.1,12,131.17,0
2023/4/12,2:18:28,2-mid,737162,1220.07,11,110.92,1
2023/4/12,2:18:38,1-upper,841371,1502.45,10,150.24,2
2023/4/12,2:18:48,2-upper,751497,1341.96,11,122,3
2023/4/12,2:18:57,3-lower,815144,1383.29,10,138.33,4
2023/4/12,2:19:06,3-mid,793572,1329.85,12,110.82,5
2023/4/12,2:19:16,3-upper,859174,1660.3,10,166.03,7
2023/4/12,2:19:25,1-mid,707429,1263.69,9,140.41,8
2023/4/12,2:19:35,1-lower,919046,1560.11,11,141.83,9
2023/4/12,2:52:15,2-lower,919834,1541.68,12,128.47,0
2023/4/12,2:52:23,2-mid,738565,1222.39,11,111.13,1
2023/4/12,2:52:33,1-upper,842464,1504.4,10,150.44,2
2023/4/12,2:52:42,2-upper,742482,1325.86,11,120.53,3
2023/4/12,2:52:52,3-lower,816897,1386.27,10,138.63,4
2023/4/12,2:53:01,3-mid,795061,1332.35,12,111.03,5
2023/4/12,2:53:10,3-upper,860717,1663.28,10,166.33,7
2023/4/12,2:53:20,1-mid,708780,1266.1,9,140.68,8
2023/4/12,2:53:29,1-lower,922263,1565.57,11,142.32,9
2023/4/12,3:26:13,2-lower,924692,1549.82,12,129.15,0
2023/4/12,3:26:21,2-mid,741671,1227.53,11,111.59,1
2023/4/12,3:26:32,1-upper,844632,1508.27,10,150.83,2
2023/4/12,3:26:42,2-upper,745967,1332.08,11,121.1,3
2023/4/12,3:26:52,3-lower,820025,1391.58,10,139.16,4
2023/4/12,3:27:02,3-mid,798566,1338.22,12,111.52,5
2023/4/12,3:27:12,3-upper,862932,1667.56,10,166.76,7
2023/4/12,3:27:22,1-mid,712718,1273.13,9,141.46,8
2023/4/12,3:27:32,1-lower,926033,1571.97,11,142.91,9
2023/4/12,16:39:10,2-lower,812122,1361.15,12,113.43,0
2023/4/12,16:39:19,2-mid,760377,1258.49,11,114.41,1
2023/4/12,16:39:29,1-upper,596394,1064.99,10,106.5,2
2023/4/12,16:39:38,2-upper,420633,751.13,11,68.28,3
2023/4/12,16:39:48,3-lower,844763,1433.56,10,143.36,4
2023/4/12,16:39:57,3-mid,803230,1346.04,12,112.17,5
2023/4/12,16:40:07,3-upper,857339,1656.75,10,165.67,7
2023/4/12,16:40:17,1-mid,744616,1330.11,9,147.79,8
2023/4/12,16:40:26,1-lower,939277,1594.45,11,144.95,9
2023/4/12,17:14:38,2-lower,818579,1371.97,12,114.33,0
2023/4/12,17:14:47,2-mid,769405,1273.44,11,115.77,1
2023/4/12,17:14:57,1-upper,601599,1074.28,10,107.43,2
2023/4/12,17:15:06,2-upper,428117,764.49,11,69.5,3
2023/4/12,17:15:16,3-lower,855861,1452.39,10,145.24,4
2023/4/12,17:15:27,3-mid,812854,1362.17,12,113.51,5
2023/4/12,17:15:36,3-upper,862675,1667.06,10,166.71,7
2023/4/12,17:15:46,1-mid,756518,1351.38,9,150.15,8
2023/4/12,17:15:56,1-lower,946735,1607.11,11,146.1,9
2023/4/12,17:50:22,2-lower,823019,1379.42,12,114.95,0
2023/4/12,17:50:32,2-mid,781399,1293.29,11,117.57,1
2023/4/12,17:50:43,1-upper,602605,1076.08,10,107.61,2
2023/4/12,17:50:53,2-upper,430114,768.06,11,69.82,3
2023/4/12,17:51:03,3-lower,866726,1470.83,10,147.08,4
2023/4/12,17:51:13,3-mid,820618,1375.18,12,114.6,5
2023/4/12,17:51:24,3-upper,865886,1673.27,10,167.33,7
2023/4/12,17:51:34,1-mid,767282,1370.6,9,152.29,8
2023/4/12,17:51:44,1-lower,951517,1615.23,11,146.84,9
2023/4/12,18:26:13,2-lower,828985,1389.41,12,115.78,0
2023/4/12,18:26:23,2-mid,791828,1310.55,11,119.14,1
2023/4/12,18:26:33,1-upper,605650,1081.52,10,108.15,2
2023/4/12,18:26:43,2-upper,431479,770.5,11,70.05,3
2023/4/12,18:26:54,3-lower,874049,1483.26,10,148.33,4
2023/4/12,18:27:04,3-mid,829127,1389.44,12,115.79,5
2023/4/12,18:27:14,3-upper,870482,1682.15,10,168.21,7
2023/4/12,18:27:25,1-mid,777923,1389.61,9,154.4,8
2023/4/12,18:27:35,1-lower,959347,1628.52,11,148.05,9
2023/4/12,19:02:03,2-lower,828874,1389.23,12,115.77,0
2023/4/12,19:02:13,2-mid,796049,1317.53,11,119.78,1
2023/4/12,19:02:24,1-upper,604184,1078.9,10,107.89,2
2023/4/12,19:02:34,2-upper,429545,767.04,11,69.73,3
2023/4/12,19:02:44,3-lower,879698,1492.84,10,149.28,4
2023/4/12,19:02:55,3-mid,837516,1403.49,12,116.96,5
2023/4/12,19:03:05,3-upper,873284,1687.56,10,168.76,7
2023/4/12,19:03:15,1-mid,783459,1399.5,9,155.5,8
2023/4/12,19:03:25,1-lower,939875,1595.47,11,145.04,9
2023/4/12,19:38:02,2-lower,833538,1397.05,12,116.42,0
2023/4/12,19:38:12,2-mid,802788,1328.69,11,120.79,1
2023/4/12,19:38:22,1-upper,606477,1082.99,10,108.3,2
2023/4/12,19:38:33,2-upper,431924,771.29,11,70.12,3
2023/4/12,19:38:43,3-lower,882289,1497.24,10,149.72,4
2023/4/12,19:38:53,3-mid,843592,1413.68,12,117.81,5
2023/4/12,19:39:04,3-upper,874873,1690.63,10,169.06,7
2023/4/12,19:39:14,1-mid,788850,1409.13,9,156.57,8
2023/4/12,19:39:25,1-lower,944766,1603.77,11,145.8,9
2023/4/12,20:13:52,2-lower,835237,1399.89,12,116.66,0
2023/4/12,20:14:01,2-mid,804979,1332.31,11,121.12,1
2023/4/12,20:14:12,1-upper,605681,1081.57,10,108.16,2
2023/4/12,20:14:23,2-upper,432301,771.97,11,70.18,3
2023/4/12,20:14:33,3-lower,883152,1498.7,10,149.87,4
2023/4/12,20:14:43,3-mid,847629,1420.44,12,118.37,5
2023/4/12,20:14:54,3-upper,845770,1634.39,10,163.44,7
2023/4/12,20:15:05,1-mid,792299,1415.29,9,157.25,8
2023/4/12,20:15:15,1-lower,945774,1605.48,11,145.95,9
2023/4/12,20:49:59,2-lower,836859,1402.61,12,116.88,0
2023/4/12,20:50:09,2-mid,806130,1334.22,11,121.29,1
2023/4/12,20:50:20,1-upper,605879,1081.93,10,108.19,2
2023/4/12,20:50:31,2-upper,432589,772.48,11,70.23,3
2023/4/12,20:50:42,3-lower,881117,1495.25,10,149.52,4
2023/4/12,20:50:53,3-mid,846264,1418.15,12,118.18,5
2023/4/12,20:51:05,3-upper,845684,1634.23,10,163.42,7
2023/4/12,20:51:15,1-mid,794222,1418.73,9,157.64,8
2023/4/12,20:51:26,1-lower,944597,1603.48,11,145.77,9
2023/4/12,21:26:34,2-lower,836490,1401.99,12,116.83,0
2023/4/12,21:26:46,2-mid,803602,1330.04,11,120.91,1
2023/4/12,21:26:57,1-upper,605091,1080.52,10,108.05,2
2023/4/12,21:27:10,2-upper,434466,775.83,11,70.53,3
2023/4/12,21:27:22,3-lower,878588,1490.96,10,149.1,4
2023/4/12,21:27:34,3-mid,842133,1411.23,12,117.6,5
2023/4/12,21:27:46,3-upper,845657,1634.18,10,163.42,7
2023/4/12,21:27:58,1-mid,795118,1420.33,9,157.81,8
2023/4/12,21:28:10,1-lower,945247,1604.59,11,145.87,9
2023/4/12,22:02:59,2-lower,834761,1399.1,12,116.59,0
2023/4/12,22:03:09,2-mid,800617,1325.1,11,120.46,1
2023/4/12,22:03:20,1-upper,603681,1078,10,107.8,2
2023/4/12,22:03:31,2-upper,432981,773.18,11,70.29,3
2023/4/12,22:03:43,3-lower,875868,1486.34,10,148.63,4
2023/4/12,22:03:54,3-mid,836336,1401.52,12,116.79,5
2023/4/12,22:04:04,3-upper,844964,1632.84,10,163.28,7
2023/4/12,22:04:15,1-mid,794152,1418.6,9,157.62,8
2023/4/12,22:04:26,1-lower,943674,1601.92,11,145.63,9
2023/4/12,22:39:13,2-lower,836673,1402.3,12,116.86,0
2023/4/12,22:39:24,2-mid,800482,1324.87,11,120.44,1
2023/4/12,22:39:35,1-upper,605698,1081.6,10,108.16,2
2023/4/12,22:39:46,2-upper,436177,778.89,11,70.81,3
2023/4/12,22:39:58,3-lower,873439,1482.22,10,148.22,4
2023/4/12,22:40:09,3-mid,830773,1392.19,12,116.02,5
2023/4/12,22:40:20,3-upper,844271,1631.5,10,163.15,7
2023/4/12,22:40:32,1-mid,793484,1417.41,9,157.49,8
2023/4/12,22:40:44,1-lower,943140,1601.01,11,145.55,9
2023/4/12,23:15:31,2-lower,835881,1400.97,12,116.75,0
2023/4/12,23:15:41,2-mid,799174,1322.71,11,120.25,1
2023/4/12,23:15:55,1-upper,605274,1080.85,10,108.08,2
2023/4/12,23:16:06,2-upper,437274,780.85,11,70.99,3
2023/4/12,23:16:17,3-lower,870790,1477.73,10,147.77,4
2023/4/12,23:16:28,3-mid,827169,1386.15,12,115.51,5
2023/4/12,23:16:39,3-upper,844433,1631.81,10,163.18,7
2023/4/12,23:16:50,1-mid,792372,1415.42,9,157.27,8
2023/4/12,23:17:01,1-lower,943006,1600.78,11,145.53,9
2023/4/12,23:51:46,2-lower,834409,1398.51,12,116.54,0
2023/4/12,23:51:57,2-mid,796199,1317.78,11,119.8,1
2023/4/12,23:52:08,1-upper,603628,1077.91,10,107.79,2
2023/4/12,23:52:19,2-upper,437115,780.56,11,70.96,3
2023/4/12,23:52:31,3-lower,868564,1473.95,10,147.39,4
2023/4/12,23:52:42,3-mid,822986,1379.14,12,114.93,5
2023/4/12,23:52:53,3-upper,843308,1629.64,10,162.96,7
2023/4/12,23:53:04,1-mid,791086,1413.12,9,157.01,8
2023/4/12,23:53:15,1-lower,941996,1599.07,11,145.37,9
2023/4/13,0:27:58,2-lower,836523,1402.05,12,116.84,0
2023/4/13,0:28:09,2-mid,796292,1317.94,11,119.81,1
2023/4/13,0:28:20,1-upper,606392,1082.84,10,108.28,2
2023/4/13,0:28:31,2-upper,441015,787.53,11,71.59,3
2023/4/13,0:28:42,3-lower,867814,1472.67,10,147.27,4
2023/4/13,0:28:53,3-mid,820443,1374.88,12,114.57,5
2023/4/13,0:29:04,3-upper,843975,1630.92,10,163.09,7
2023/4/13,0:29:15,1-mid,790936,1412.86,9,156.98,8
2023/4/13,0:29:26,1-lower,943516,1601.65,11,145.6,9
2023/4/13,1:03:43,2-lower,836309,1401.69,12,116.81,0
2023/4/13,1:03:52,2-mid,794899,1315.63,11,119.6,1
2023/4/13,1:04:02,1-upper,607244,1084.36,10,108.44,2
2023/4/13,1:04:11,2-upper,441618,788.6,11,71.69,3
2023/4/13,1:04:21,3-lower,865622,1468.96,10,146.9,4
2023/4/13,1:04:31,3-mid,818003,1370.79,12,114.23,5
2023/4/13,1:04:40,3-upper,843565,1630.13,10,163.01,7
2023/4/13,1:04:50,1-mid,790401,1411.9,9,156.88,8
2023/4/13,1:05:00,1-lower,942706,1600.27,11,145.48,9
2023/4/13,1:39:27,2-lower,843025,1412.95,12,117.75,0
2023/4/13,1:39:37,2-mid,795431,1316.51,11,119.68,1
2023/4/13,1:39:51,1-upper,616575,1101.03,10,110.1,2
2023/4/13,1:40:01,2-upper,455282,813,11,73.91,3
2023/4/13,1:40:11,3-lower,867000,1471.29,10,147.13,4
2023/4/13,1:40:21,3-mid,816616,1368.47,12,114.04,5
2023/4/13,1:40:32,3-upper,850829,1644.17,10,164.42,7
2023/4/13,1:40:44,1-mid,790823,1412.65,9,156.96,8
2023/4/13,1:40:56,1-lower,944087,1602.62,11,145.69,9
2023/4/13,2:15:16,2-lower,850191,1424.96,12,118.75,0
2023/4/13,2:15:25,2-mid,797879,1320.56,11,120.05,1
2023/4/13,2:15:35,1-upper,628481,1122.29,10,112.23,2
2023/4/13,2:15:46,2-upper,471524,842.01,11,76.55,3
2023/4/13,2:15:56,3-lower,871194,1478.41,10,147.84,4
2023/4/13,2:16:05,3-mid,818000,1370.79,12,114.23,5
2023/4/13,2:16:19,3-upper,860244,1662.36,10,166.24,7
2023/4/13,2:16:30,1-mid,793943,1418.23,9,157.58,8
2023/4/13,2:16:40,1-lower,948818,1610.65,11,146.42,9
2023/4/13,2:50:50,2-lower,850072,1424.76,12,118.73,0
2023/4/13,2:50:59,2-mid,800464,1324.84,11,120.44,1
2023/4/13,2:51:08,1-upper,626765,1119.22,10,111.92,2
2023/4/13,2:51:18,2-upper,464709,829.84,11,75.44,3
2023/4/13,2:51:28,3-lower,872508,1480.64,10,148.06,4
2023/4/13,2:51:37,3-mid,819415,1373.16,12,114.43,5
2023/4/13,2:51:47,3-upper,856368,1654.87,10,165.49,7
2023/4/13,2:51:57,1-mid,795805,1421.55,9,157.95,8
2023/4/13,2:52:06,1-lower,948389,1609.92,11,146.36,9
2023/4/13,3:26:33,2-lower,856487,1435.51,12,119.63,0
2023/4/13,3:26:42,2-mid,805894,1333.83,11,121.26,1
2023/4/13,3:26:52,1-upper,632984,1130.33,10,113.03,2
2023/4/13,3:27:04,2-upper,475824,849.69,11,77.24,3
2023/4/13,3:27:14,3-lower,880343,1493.94,10,149.39,4
2023/4/13,3:27:24,3-mid,824044,1380.92,12,115.08,5
2023/4/13,3:27:34,3-upper,862037,1665.83,10,166.58,7
2023/4/13,3:27:44,1-mid,801560,1431.83,9,159.09,8
2023/4/13,3:27:55,1-lower,953482,1618.57,11,147.14,9
2023/4/13,16:40:11,2-lower,965253,1617.81,12,134.82,0
2023/4/13,16:40:19,2-mid,829644,1373.14,11,124.83,1
2023/4/13,16:40:28,1-upper,849747,1517.41,10,151.74,2
2023/4/13,16:40:37,2-upper,807990,1442.84,11,131.17,3
2023/4/13,16:40:46,3-lower,918528,1558.74,10,155.87,4
2023/4/13,16:40:55,3-mid,871245,1460.02,12,121.67,5
2023/4/13,16:41:03,3-upper,867741,1676.85,10,167.69,7
2023/4/13,16:41:12,1-mid,819625,1464.1,9,162.68,8
2023/4/13,16:41:21,1-lower,924294,1569.02,11,142.64,9
2023/4/13,17:46:31,2-lower,973162,1631.06,12,135.92,0
2023/4/13,17:46:40,2-mid,848884,1404.98,11,127.73,1
2023/4/13,17:46:48,1-upper,862809,1540.73,10,154.07,2
2023/4/13,17:46:57,2-upper,818326,1461.3,11,132.85,3
2023/4/13,17:47:06,3-lower,938224,1592.16,10,159.22,4
2023/4/13,17:47:15,3-mid,884371,1482.01,12,123.5,5
2023/4/13,17:47:24,3-upper,876278,1693.35,10,169.33,7
2023/4/13,17:47:32,1-mid,834636,1490.92,9,165.66,8
2023/4/13,17:47:41,1-lower,936429,1589.62,11,144.51,9
2023/4/13,18:21:31,2-lower,973865,1632.24,12,136.02,0
2023/4/13,18:21:39,2-mid,857152,1418.67,11,128.97,1
2023/4/13,18:21:48,1-upper,865144,1544.9,10,154.49,2
2023/4/13,18:21:57,2-upper,821972,1467.81,11,133.44,3
2023/4/13,18:22:06,3-lower,944191,1602.29,10,160.23,4
2023/4/13,18:22:15,3-mid,890832,1492.84,12,124.4,5
2023/4/13,18:22:24,3-upper,836595,1616.66,10,161.67,7
2023/4/13,18:22:32,1-mid,839967,1500.44,9,166.72,8
2023/4/13,18:22:41,1-lower,939717,1595.2,11,145.02,9
2023/4/13,18:56:48,2-lower,940948,1577.07,12,131.42,0
2023/4/13,18:56:57,2-mid,865931,1433.2,11,130.29,1
2023/4/13,18:57:06,1-upper,868816,1551.46,10,155.15,2
2023/4/13,18:57:14,2-upper,827149,1477.05,11,134.28,3
2023/4/13,18:57:23,3-lower,947067,1607.17,10,160.72,4
2023/4/13,18:57:32,3-mid,896063,1501.61,12,125.13,5
2023/4/13,18:57:41,3-upper,840580,1624.36,10,162.44,7
2023/4/13,18:57:50,1-mid,845908,1511.05,9,167.89,8
2023/4/13,18:57:59,1-lower,944524,1603.36,11,145.76,9
2023/4/13,19:32:15,2-lower,941700,1578.33,12,131.53,0
2023/4/13,20:06:29,2-lower,944572,1583.14,12,131.93,0
2023/4/13,20:06:37,2-mid,873975,1446.51,11,131.5,1
2023/4/13,20:06:47,1-upper,827705,1478.04,10,147.8,2
2023/4/13,20:06:56,2-upper,809551,1445.63,11,131.42,3
2023/4/13,20:07:05,3-lower,949996,1612.14,10,161.21,4
2023/4/13,20:07:14,3-mid,899515,1507.39,12,125.62,5
2023/4/13,20:07:22,3-upper,845868,1634.58,10,163.46,7
2023/4/13,20:07:31,1-mid,853079,1523.86,9,169.32,8
2023/4/13,20:07:40,1-lower,887670,1506.85,11,136.99,9
2023/4/13,20:41:29,2-lower,944907,1583.7,12,131.98,0
2023/4/13,20:41:37,2-mid,873390,1445.54,11,131.41,1
2023/4/13,20:41:46,1-upper,827310,1477.34,10,147.73,2
2023/4/13,20:41:54,2-upper,811323,1448.79,11,131.71,3
2023/4/13,20:42:04,3-lower,949832,1611.86,10,161.19,4
2023/4/13,20:42:12,3-mid,898838,1506.26,12,125.52,5
2023/4/13,20:42:21,3-upper,847349,1637.44,10,163.74,7
2023/4/13,20:42:30,1-mid,854884,1527.09,9,169.68,8
2023/4/13,20:42:39,1-lower,889234,1509.5,11,137.23,9
2023/4/13,21:16:31,2-lower,947820,1588.59,12,132.38,0
2023/4/13,21:16:39,2-mid,875324,1448.74,11,131.7,1
2023/4/13,21:16:48,1-upper,830366,1482.8,10,148.28,2
2023/4/13,21:16:57,2-upper,813279,1452.28,11,132.03,3
2023/4/13,21:17:05,3-lower,948479,1609.56,10,160.96,4
2023/4/13,21:17:14,3-mid,897573,1504.14,12,125.34,5
2023/4/13,21:17:23,3-upper,849119,1640.87,10,164.09,7
2023/4/13,21:17:31,1-mid,856677,1530.29,9,170.03,8
2023/4/13,21:17:40,1-lower,893917,1517.45,11,137.95,9
2023/4/13,21:51:29,2-lower,949019,1590.6,12,132.55,0
2023/4/13,21:51:37,2-mid,873263,1445.33,11,131.39,1
2023/4/13,21:51:46,1-upper,829885,1481.94,10,148.19,2
2023/4/13,21:51:54,2-upper,813950,1453.48,11,132.13,3
2023/4/13,21:52:03,3-lower,946730,1606.59,10,160.66,4
2023/4/13,21:52:12,3-mid,894403,1498.82,12,124.9,5
2023/4/13,21:52:21,3-upper,849583,1641.76,10,164.18,7
2023/4/13,21:52:30,1-mid,856576,1530.11,9,170.01,8
2023/4/13,21:52:38,1-lower,894099,1517.76,11,137.98,9
2023/4/13,22:26:28,2-lower,951308,1594.43,12,132.87,0
2023/4/13,22:26:36,2-mid,874149,1446.8,11,131.53,1
2023/4/13,22:26:45,1-upper,831787,1485.33,10,148.53,2
2023/4/13,22:26:54,2-upper,815211,1455.73,11,132.34,3
2023/4/13,22:27:03,3-lower,945583,1604.65,10,160.46,4
2023/4/13,22:27:12,3-mid,892391,1495.45,12,124.62,5
2023/4/13,22:27:21,3-upper,849907,1642.39,10,164.24,7
2023/4/13,22:27:30,1-mid,857717,1532.15,9,170.24,8
2023/4/13,22:27:38,1-lower,898341,1524.96,11,138.63,9
2023/4/13,23:01:29,2-lower,952168,1595.87,12,132.99,0
2023/4/13,23:01:37,2-mid,871681,1442.71,11,131.16,1
2023/4/13,23:01:46,1-upper,831290,1484.45,10,148.44,2
2023/4/13,23:01:55,2-upper,815878,1456.92,11,132.45,3
2023/4/13,23:02:04,3-lower,943877,1601.75,10,160.18,4
2023/4/13,23:02:12,3-mid,890481,1492.25,12,124.35,5
2023/4/13,23:02:21,3-upper,851099,1644.69,10,164.47,7
2023/4/13,23:02:30,1-mid,857555,1531.86,9,170.21,8
2023/4/13,23:02:39,1-lower,898714,1525.59,11,138.69,9
2023/4/13,23:36:33,2-lower,954149,1599.19,12,133.27,0
2023/4/13,23:36:42,2-mid,873419,1445.59,11,131.42,1
2023/4/13,23:36:51,1-upper,833480,1488.36,10,148.84,2
2023/4/13,23:37:00,2-upper,818689,1461.94,11,132.9,3
2023/4/13,23:37:10,3-lower,943658,1601.38,10,160.14,4
2023/4/13,23:37:18,3-mid,889710,1490.96,12,124.25,5
2023/4/13,23:37:27,3-upper,852882,1648.14,10,164.81,7
2023/4/13,23:37:36,1-mid,858913,1534.28,9,170.48,8
2023/4/13,23:37:45,1-lower,901740,1530.73,11,139.16,9
2023/4/14,0:11:41,2-lower,953611,1598.29,12,133.19,0
2023/4/14,0:11:50,2-mid,872409,1443.92,11,131.27,1
2023/4/14,0:11:59,1-upper,832632,1486.84,10,148.68,2
2023/4/14,0:12:08,2-upper,819221,1462.89,11,132.99,3
2023/4/14,0:12:17,3-lower,943632,1601.34,10,160.13,4
2023/4/14,0:12:25,3-mid,889241,1490.17,12,124.18,5
2023/4/14,0:12:34,3-upper,853179,1648.71,10,164.87,7
2023/4/14,0:12:42,1-mid,859575,1535.47,9,170.61,8
2023/4/14,0:12:51,1-lower,901312,1530,11,139.09,9
2023/4/14,0:46:53,2-lower,956538,1603.2,12,133.6,0
2023/4/14,0:47:02,2-mid,874743,1447.78,11,131.62,1
2023/4/14,0:47:11,1-upper,835601,1492.14,10,149.21,2
2023/4/14,0:47:21,2-upper,821674,1467.27,11,133.39,3
2023/4/14,0:47:30,3-lower,943628,1601.33,10,160.13,4
2023/4/14,0:47:40,3-mid,890320,1491.98,12,124.33,5
2023/4/14,0:47:49,3-upper,855811,1653.8,10,165.38,7
2023/4/14,0:47:59,1-mid,860840,1537.73,9,170.86,8
2023/4/14,0:48:08,1-lower,906989,1539.64,11,139.97,9
2023/4/14,1:22:22,2-lower,956012,1602.32,12,133.53,0
2023/4/14,1:22:32,2-mid,874405,1447.22,11,131.57,1
2023/4/14,1:22:42,1-upper,835713,1492.34,10,149.23,2
2023/4/14,1:22:52,2-upper,822167,1468.16,11,133.47,3
2023/4/14,1:23:04,3-lower,944419,1602.67,10,160.27,4
