Date,Time,Group,Pixel,Area,Plant,Area per plant,No.,
2023/5/9,18:01:15,2-lower,76725,128.59,12,10.72,0,1
2023/5/9,18:01:37,2-mid,61557,101.88,9,11.32,1,2
2023/5/9,18:02:01,1-upper,47427,84.69,9,9.41,2,3
2023/5/9,18:02:22,2-upper,36704,65.54,9,7.28,3,4
2023/5/9,18:02:43,3-lower,80267,136.21,10,13.62,4,5
2023/5/9,18:03:07,3-mid,81350,136.32,12,11.36,5,6
2023/5/9,18:03:29,3-upper,44071,85.16,9,9.46,7,7
2023/5/9,18:03:53,1-mid,43726,78.11,9,8.68,8,8
2023/5/9,18:04:15,1-lower,84458,143.37,11,13.03,9,9
2023/5/9,18:34:36,2-lower,82612,138.46,12,11.54,0,10
2023/5/9,18:34:52,2-mid,65753,108.83,9,12.09,1,11
2023/5/9,18:35:09,1-upper,49020,87.54,9,9.73,2,12
2023/5/9,18:35:25,2-upper,37948,67.76,9,7.53,3,13
2023/5/9,18:35:51,3-lower,86881,147.44,10,14.74,4,14
2023/5/9,18:36:08,3-mid,86480,144.92,12,12.08,5,15
2023/5/9,18:36:24,3-upper,47007,90.84,9,10.09,7,16
2023/5/9,18:36:40,1-mid,44633,79.73,9,8.86,8,17
2023/5/9,18:36:56,1-lower,90046,152.86,11,13.9,9,18
2023/5/9,19:07:15,2-lower,87804,147.16,12,12.26,0,19
2023/5/9,19:07:36,2-mid,69895,115.68,9,12.85,1,20
2023/5/9,19:07:56,1-upper,50331,89.88,9,9.99,2,21
2023/5/9,19:08:12,2-upper,39939,71.32,9,7.92,3,22
2023/5/9,19:08:29,3-lower,93047,157.9,10,15.79,4,23
2023/5/9,19:08:45,3-mid,91020,152.53,12,12.71,5,24
2023/5/9,19:09:01,3-upper,50309,97.22,9,10.8,7,25
2023/5/9,19:09:17,1-mid,46629,83.29,9,9.25,8,26
2023/5/9,19:09:33,1-lower,95464,162.05,11,14.73,9,27
2023/5/9,19:39:51,2-lower,93299,156.37,12,13.03,0,28
2023/5/9,19:40:07,2-mid,72836,120.55,9,13.39,1,29
2023/5/9,19:40:24,1-upper,52577,93.89,9,10.43,2,30
2023/5/9,19:40:40,2-upper,42078,75.14,9,8.35,3,31
2023/5/9,19:40:56,3-lower,98329,166.86,10,16.69,4,32
2023/5/9,19:41:14,3-mid,93981,157.49,12,13.12,5,33
2023/5/9,19:41:33,3-upper,52904,102.23,9,11.36,7,34
2023/5/9,19:41:51,1-mid,49460,88.35,9,9.82,8,35
2023/5/9,19:42:08,1-lower,102864,174.61,11,15.87,9,36
2023/5/9,20:12:26,2-lower,92113,154.39,12,12.87,0,37
2023/5/9,20:12:48,2-mid,73224,121.19,9,13.47,1,38
2023/5/9,20:13:07,1-upper,52887,94.44,9,10.49,2,39
2023/5/9,20:13:25,2-upper,43670,77.98,9,8.66,3,40
2023/5/9,20:13:42,3-lower,99626,169.06,10,16.91,4,41
2023/5/9,20:14:00,3-mid,94871,158.98,12,13.25,5,42
2023/5/9,20:14:18,3-upper,53970,104.29,9,11.59,7,43
2023/5/9,20:14:35,1-mid,50996,91.09,9,10.12,8,44
2023/5/9,20:14:53,1-lower,103393,175.51,11,15.96,9,45
2023/5/9,20:45:10,2-lower,92560,155.13,12,12.93,0,46
2023/5/9,20:45:24,2-mid,73170,121.1,9,13.46,1,47
2023/5/9,20:45:38,1-upper,53604,95.72,9,10.64,2,48
2023/5/9,20:45:52,2-upper,44755,79.92,9,8.88,3,49
2023/5/9,20:46:05,3-lower,101033,171.45,10,17.15,4,50
2023/5/9,20:46:19,3-mid,94929,159.08,12,13.26,5,51
2023/5/9,20:46:33,3-upper,55154,106.58,9,11.84,7,52
2023/5/9,20:46:47,1-mid,52670,94.08,9,10.45,8,53
2023/5/9,20:47:00,1-lower,105947,179.85,11,16.35,9,54
2023/5/9,21:17:15,2-lower,93558,156.81,12,13.07,0,55
2023/5/9,21:17:29,2-mid,73468,121.6,9,13.51,1,56
2023/5/9,21:17:44,1-upper,54193,96.77,9,10.75,2,57
2023/5/9,21:17:57,2-upper,44915,80.21,9,8.91,3,58
2023/5/9,21:18:11,3-lower,101938,172.99,10,17.3,4,59
2023/5/9,21:18:24,3-mid,95220,159.57,12,13.3,5,60
2023/5/9,21:18:38,3-upper,55567,107.38,9,11.93,7,61
2023/5/9,21:18:52,1-mid,53189,95.01,9,10.56,8,62
2023/5/9,21:19:06,1-lower,106911,181.48,11,16.5,9,63
2023/5/9,21:49:20,2-lower,95756,160.49,12,13.37,0,64
2023/5/9,21:49:34,2-mid,74262,122.91,9,13.66,1,65
2023/5/9,21:49:47,1-upper,54464,97.26,9,10.81,2,66
2023/5/9,21:50:02,2-upper,44711,79.84,9,8.87,3,67
2023/5/9,21:50:16,3-lower,102385,173.75,10,17.37,4,68
2023/5/9,21:50:37,3-mid,95516,160.06,12,13.34,5,69
2023/5/9,21:50:51,3-upper,55376,107.01,9,11.89,7,70
2023/5/9,21:51:05,1-mid,53442,95.46,9,10.61,8,71
2023/5/9,21:51:19,1-lower,108094,183.49,11,16.68,9,72
2023/5/9,22:21:34,2-lower,98000,164.25,12,13.69,0,73
2023/5/9,22:21:51,2-mid,75449,124.88,9,13.88,1,74
2023/5/9,22:22:09,1-upper,55045,98.29,9,10.92,2,75
2023/5/9,22:22:23,2-upper,44551,79.56,9,8.84,3,76
2023/5/9,22:22:36,3-lower,102276,173.56,10,17.36,4,77
2023/5/9,22:22:50,3-mid,96557,161.81,12,13.48,5,78
2023/5/9,22:23:05,3-upper,55447,107.15,9,11.91,7,79
2023/5/9,22:23:18,1-mid,54154,96.74,9,10.75,8,80
2023/5/9,22:23:32,1-lower,108809,184.71,11,16.79,9,81
2023/5/9,22:53:46,2-lower,100033,167.66,12,13.97,0,82
2023/5/9,22:54:00,2-mid,76309,126.3,9,14.03,1,83
2023/5/9,22:54:13,1-upper,55525,99.15,9,11.02,2,84
2023/5/9,22:54:25,2-upper,44969,80.3,9,8.92,3,85
2023/5/9,22:54:39,3-lower,103446,175.55,10,17.55,4,86
2023/5/9,22:54:52,3-mid,98113,164.42,12,13.7,5,87
2023/5/9,22:55:06,3-upper,56524,109.23,9,12.14,7,88
2023/5/9,22:55:18,1-mid,54602,97.54,9,10.84,8,89
2023/5/9,22:55:30,1-lower,111465,189.22,11,17.2,9,90
2023/5/9,23:25:45,2-lower,101426,169.99,12,14.17,0,91
2023/5/9,23:25:58,2-mid,76810,127.13,9,14.13,1,92
2023/5/9,23:56:24,2-lower,102020,170.99,12,14.25,0,93
2023/5/9,23:56:37,2-mid,76917,127.3,9,14.14,1,94
2023/5/9,23:56:51,1-upper,55767,99.58,9,11.06,2,95
2023/5/9,23:57:05,2-upper,45540,81.32,9,9.04,3,96
2023/5/9,23:57:19,3-lower,105108,178.37,10,17.84,4,97
2023/5/9,23:57:32,3-mid,100006,167.59,12,13.97,5,98
2023/5/9,23:57:45,3-upper,57196,110.53,9,12.28,7,99
2023/5/9,23:57:59,1-mid,55033,98.31,9,10.92,8,100
2023/5/9,23:58:12,1-lower,113231,192.21,11,17.47,9,101
2023/5/10,0:28:27,2-lower,102109,171.14,12,14.26,0,102
2023/5/10,0:28:40,2-mid,76812,127.13,9,14.13,1,103
2023/5/10,0:28:54,1-upper,55887,99.8,9,11.09,2,104
2023/5/10,0:29:08,2-upper,45700,81.61,9,9.07,3,105
2023/5/10,0:29:22,3-lower,105502,179.04,10,17.9,4,106
2023/5/10,0:29:35,3-mid,99671,167.03,12,13.92,5,107
2023/5/10,0:29:49,3-upper,57555,111.22,9,12.36,7,108
2023/5/10,0:30:02,1-mid,55277,98.74,9,10.97,8,109
2023/5/10,0:30:16,1-lower,113789,193.16,11,17.56,9,110
2023/5/10,1:00:30,2-lower,101548,170.2,12,14.18,0,111
2023/5/10,1:00:45,2-mid,77123,127.65,9,14.18,1,112
2023/5/10,1:00:59,1-upper,55933,99.88,9,11.1,2,113
2023/5/10,1:01:13,2-upper,45917,81.99,9,9.11,3,114
2023/5/10,1:01:27,3-lower,105308,178.71,10,17.87,4,115
2023/5/10,1:01:41,3-mid,98716,165.43,12,13.79,5,116
2023/5/10,1:01:54,3-upper,57547,111.21,9,12.36,7,117
2023/5/10,1:02:09,1-mid,55240,98.68,9,10.96,8,118
2023/5/10,1:02:22,1-lower,112238,190.53,11,17.32,9,119
2023/5/10,1:32:36,2-lower,102049,171.04,12,14.25,0,120
2023/5/10,1:32:49,2-mid,76629,126.83,9,14.09,1,121
2023/5/10,1:33:03,1-upper,55949,99.91,9,11.1,2,122
2023/5/10,1:33:17,2-upper,46401,82.86,9,9.21,3,123
2023/5/10,1:33:30,3-lower,105669,179.32,10,17.93,4,124
2023/5/10,1:33:44,3-mid,99274,166.36,12,13.86,5,125
2023/5/10,1:33:57,3-upper,57866,111.82,9,12.42,7,126
2023/5/10,1:34:12,1-mid,55033,98.31,9,10.92,8,127
2023/5/10,1:34:25,1-lower,112332,190.69,11,17.34,9,128
2023/5/10,2:04:40,2-lower,101453,170.04,12,14.17,0,129
2023/5/10,2:04:56,2-mid,77395,128.1,9,14.23,1,130
2023/5/10,2:05:11,1-upper,55995,99.99,9,11.11,2,131
2023/5/10,2:05:26,2-upper,46040,82.21,9,9.13,3,132
2023/5/10,2:05:41,3-lower,106137,180.11,10,18.01,4,133
2023/5/10,2:05:56,3-mid,99269,166.35,12,13.86,5,134
2023/5/10,2:06:11,3-upper,56984,110.12,9,12.24,7,135
2023/5/10,2:06:26,1-mid,56010,100.05,9,11.12,8,136
2023/5/10,2:06:48,1-lower,111604,189.45,11,17.22,9,137
2023/5/10,2:37:04,2-lower,101034,169.34,12,14.11,0,138
2023/5/10,2:37:17,2-mid,77213,127.79,9,14.2,1,139
2023/5/10,2:37:38,1-upper,55856,99.74,9,11.08,2,140
2023/5/10,2:37:51,2-upper,45882,81.93,9,9.1,3,141
2023/5/10,2:38:05,3-lower,106081,180.02,10,18,4,142
2023/5/10,2:38:18,3-mid,99688,167.06,12,13.92,5,143
2023/5/10,2:38:32,3-upper,57312,110.75,9,12.31,7,144
2023/5/10,2:38:45,1-mid,54930,98.12,9,10.9,8,145
2023/5/10,2:38:58,1-lower,111873,189.91,11,17.26,9,146
2023/5/10,3:09:13,2-lower,101560,170.22,12,14.18,0,147
2023/5/10,3:09:27,2-mid,77212,127.79,9,14.2,1,148
2023/5/10,3:09:41,1-upper,56023,100.04,9,11.12,2,149
2023/5/10,3:09:55,2-upper,45816,81.81,9,9.09,3,150
2023/5/10,3:10:08,3-lower,106546,180.81,10,18.08,4,151
2023/5/10,3:10:22,3-mid,100249,168,12,14,5,152
2023/5/10,3:10:35,3-upper,57329,110.78,9,12.31,7,153
2023/5/10,3:10:50,1-mid,54917,98.1,9,10.9,8,154
2023/5/10,3:11:04,1-lower,112360,190.73,11,17.34,9,155
2023/5/10,3:41:19,2-lower,101304,169.79,12,14.15,0,156
2023/5/10,3:41:32,2-mid,78204,129.43,9,14.38,1,157
2023/5/10,3:41:45,1-upper,55777,99.6,9,11.07,2,158
2023/5/10,3:41:59,2-upper,46306,82.69,9,9.19,3,159
2023/5/10,3:42:12,3-lower,106324,180.43,10,18.04,4,160
2023/5/10,3:42:26,3-mid,100305,168.09,12,14.01,5,161
2023/5/10,3:42:39,3-upper,57322,110.77,9,12.31,7,162
2023/5/10,3:42:52,1-mid,54487,97.33,9,10.81,8,163
2023/5/10,3:43:06,1-lower,113157,192.09,11,17.46,9,164
2023/5/10,4:13:21,2-lower,101527,170.16,12,14.18,0,165
2023/5/10,4:13:34,2-mid,77377,128.07,9,14.23,1,166
2023/5/10,4:13:48,1-upper,55575,99.24,9,11.03,2,167
2023/5/10,4:14:02,2-upper,45917,81.99,9,9.11,3,168
2023/5/10,4:14:16,3-lower,106401,180.56,10,18.06,4,169
2023/5/10,4:14:29,3-mid,100391,168.23,12,14.02,5,170
2023/5/10,4:14:43,3-upper,57123,110.39,9,12.27,7,171
2023/5/10,4:14:56,1-mid,54713,97.73,9,10.86,8,172
2023/5/10,4:15:10,1-lower,113311,192.35,11,17.49,9,173
2023/5/10,4:45:25,2-lower,101307,169.79,12,14.15,0,174
2023/5/10,4:45:38,2-mid,77134,127.66,9,14.18,1,175
2023/5/10,4:45:52,1-upper,56108,100.19,9,11.13,2,176
2023/5/10,4:46:06,2-upper,45709,81.62,9,9.07,3,177
2023/5/10,4:46:20,3-lower,106310,180.41,10,18.04,4,178
2023/5/10,4:46:33,3-mid,100946,169.16,12,14.1,5,179
2023/5/10,4:46:47,3-upper,56702,109.57,9,12.17,7,180
2023/5/10,4:47:01,1-mid,54350,97.09,9,10.79,8,181
2023/5/10,4:47:15,1-lower,113037,191.88,11,17.44,9,182
2023/5/10,5:17:29,2-lower,102021,170.99,12,14.25,0,183
2023/5/10,5:17:42,2-mid,76806,127.12,9,14.12,1,184
2023/5/10,5:17:56,1-upper,56464,100.83,9,11.2,2,185
2023/5/10,5:18:09,2-upper,45876,81.92,9,9.1,3,186
2023/5/10,5:18:23,3-lower,106580,180.87,10,18.09,4,187
2023/5/10,5:18:37,3-mid,101386,169.9,12,14.16,5,188
2023/5/10,5:18:51,3-upper,56916,109.99,9,12.22,7,189
2023/5/10,5:19:05,1-mid,54793,97.88,9,10.88,8,190
2023/5/10,5:19:18,1-lower,113258,192.26,11,17.48,9,191
2023/5/10,5:49:33,2-lower,102547,171.87,12,14.32,0,192
2023/5/10,5:49:46,2-mid,77513,128.29,9,14.25,1,193
2023/5/10,5:50:00,1-upper,56849,101.52,9,11.28,2,194
2023/5/10,5:50:14,2-upper,46266,82.62,9,9.18,3,195
2023/5/10,5:50:27,3-lower,107733,182.82,10,18.28,4,196
2023/5/10,5:50:40,3-mid,102484,171.74,12,14.31,5,197
2023/5/10,5:50:54,3-upper,57269,110.67,9,12.3,7,198
2023/5/10,5:51:08,1-mid,55218,98.64,9,10.96,8,199
2023/5/10,5:51:22,1-lower,114797,194.87,11,17.72,9,200
2023/5/10,6:21:37,2-lower,102823,172.34,12,14.36,0,201
2023/5/10,6:21:50,2-mid,77378,128.07,9,14.23,1,202
2023/5/10,6:22:04,1-upper,57602,102.86,9,11.43,2,203
2023/5/10,6:22:17,2-upper,46157,82.42,9,9.16,3,204
2023/5/10,6:22:31,3-lower,107523,182.47,10,18.25,4,205
2023/5/10,6:22:44,3-mid,102868,172.38,12,14.37,5,206
2023/5/10,6:23:11,3-upper,57177,110.49,9,12.28,7,207
2023/5/10,6:23:27,1-mid,55145,98.51,9,10.95,8,208
2023/5/10,6:23:40,1-lower,112607,191.15,11,17.38,9,209
2023/5/10,6:53:54,2-lower,103577,173.6,12,14.47,0,210
2023/5/10,6:54:08,2-mid,77509,128.28,9,14.25,1,211
2023/5/10,6:54:22,1-upper,58615,104.67,9,11.63,2,212
2023/5/10,6:54:35,2-upper,46606,83.22,9,9.25,3,213
2023/5/10,6:54:49,3-lower,107959,183.21,10,18.32,4,214
2023/5/10,6:55:05,3-mid,103617,173.64,12,14.47,5,215
2023/5/10,6:55:18,3-upper,57419,110.96,9,12.33,7,216
2023/5/10,6:55:32,1-mid,55281,98.75,9,10.97,8,217
2023/5/10,6:55:46,1-lower,112779,191.45,11,17.4,9,218
2023/5/10,7:26:00,2-lower,104601,175.32,12,14.61,0,219
2023/5/10,7:26:13,2-mid,77683,128.57,9,14.29,1,220
2023/5/10,7:26:28,1-upper,59277,105.85,9,11.76,2,221
2023/5/10,7:26:42,2-upper,46903,83.76,9,9.31,3,222
2023/5/10,7:26:56,3-lower,108915,184.83,10,18.48,4,223
2023/5/10,7:27:10,3-mid,104684,175.43,12,14.62,5,224
2023/5/10,7:27:23,3-upper,58114,112.3,9,12.48,7,225
2023/5/10,7:27:37,1-mid,55508,99.15,9,11.02,8,226
2023/5/10,7:27:50,1-lower,113033,191.88,11,17.44,9,227
2023/5/10,7:58:04,2-lower,105197,176.31,12,14.69,0,228
2023/5/10,7:58:17,2-mid,77795,128.76,9,14.31,1,229
2023/5/10,7:58:31,1-upper,59503,106.26,9,11.81,2,230
2023/5/10,7:58:45,2-upper,47139,84.18,9,9.35,3,231
2023/5/10,7:58:58,3-lower,109298,185.48,10,18.55,4,232
2023/5/10,7:59:12,3-mid,105750,177.21,12,14.77,5,233
2023/5/10,7:59:26,3-upper,58085,112.25,9,12.47,7,234
2023/5/10,7:59:39,1-mid,55951,99.95,9,11.11,8,235
2023/5/10,7:59:54,1-lower,115428,195.94,11,17.81,9,236
2023/5/10,8:30:09,2-lower,105722,177.19,12,14.77,0,237
2023/5/10,8:30:22,2-mid,78395,129.75,9,14.42,1,238
2023/5/10,8:30:36,1-upper,60431,107.91,9,11.99,2,239
2023/5/10,8:30:50,2-upper,47412,84.66,9,9.41,3,240
2023/5/10,8:31:04,3-lower,110409,187.36,10,18.74,4,241
2023/5/10,8:31:19,3-mid,106728,178.85,12,14.9,5,242
2023/5/10,8:31:33,3-upper,58607,113.25,9,12.58,7,243
2023/5/10,8:31:48,1-mid,56087,100.19,9,11.13,8,244
2023/5/10,8:32:02,1-lower,114698,194.7,11,17.7,9,245
2023/5/10,18:01:17,2-lower,118945,199.36,12,16.61,0,246
2023/5/10,18:01:48,2-mid,89150,147.55,9,16.39,1,247
2023/5/10,18:02:23,1-upper,69648,124.37,9,13.82,2,248
2023/5/10,18:02:55,2-upper,52771,94.23,9,10.47,3,249
2023/5/10,18:03:24,3-lower,118704,201.44,10,20.14,4,250
2023/5/10,18:03:59,3-mid,121620,203.81,12,16.98,5,251
2023/5/10,18:04:27,3-upper,67863,131.14,9,14.57,7,252
2023/5/10,18:04:57,1-mid,64237,114.75,9,12.75,8,253
2023/5/10,18:05:26,1-lower,129291,219.48,11,19.95,9,254
2023/5/10,18:35:54,2-lower,128687,215.68,12,17.97,0,255
2023/5/10,18:36:10,2-mid,95762,158.49,9,17.61,1,256
2023/5/10,18:36:28,1-upper,73033,130.42,9,14.49,2,257
2023/5/10,18:36:46,2-upper,54082,96.58,9,10.73,3,258
2023/5/10,18:37:04,3-lower,127698,216.7,10,21.67,4,259
2023/5/10,18:37:22,3-mid,130245,218.26,12,18.19,5,260
2023/5/10,18:37:40,3-upper,71652,138.46,9,15.38,7,261
2023/5/10,18:37:58,1-mid,67255,120.14,9,13.35,8,262
2023/5/10,18:38:15,1-lower,138277,234.73,11,21.34,9,263
2023/5/10,19:08:34,2-lower,136578,228.91,12,19.08,0,264
2023/5/10,19:08:51,2-mid,101616,168.18,9,18.69,1,265
2023/5/10,19:09:10,1-upper,75837,135.42,9,15.05,2,266
2023/5/10,19:09:27,2-upper,57909,103.41,9,11.49,3,267
2023/5/10,19:09:45,3-lower,135341,229.67,10,22.97,4,268
2023/5/10,19:10:02,3-mid,137625,230.63,12,19.22,5,269
2023/5/10,19:10:19,3-upper,75218,145.35,9,16.15,7,270
2023/5/10,19:10:37,1-mid,70555,126.03,9,14,8,271
2023/5/10,19:10:55,1-lower,146477,248.65,11,22.6,9,272
2023/5/10,19:41:14,2-lower,139788,234.29,12,19.52,0,273
2023/5/10,19:41:30,2-mid,104577,173.08,9,19.23,1,274
2023/5/10,19:41:49,1-upper,78126,139.51,9,15.5,2,275
2023/5/10,19:42:09,2-upper,59783,106.76,9,11.86,3,276
2023/5/10,19:42:26,3-lower,141840,240.7,10,24.07,4,277
2023/5/10,19:42:43,3-mid,142492,238.79,12,19.9,5,278
2023/5/10,19:43:01,3-upper,77979,150.69,9,16.74,7,279
2023/5/10,19:43:18,1-mid,73197,130.75,9,14.53,8,280
2023/5/10,19:43:36,1-lower,150592,255.63,11,23.24,9,281
2023/5/10,20:14:07,2-lower,141637,237.39,12,19.78,0,282
2023/5/10,20:14:25,2-mid,106010,175.46,9,19.5,1,283
2023/5/10,20:14:43,1-upper,78596,140.35,9,15.59,2,284
2023/5/10,20:15:11,2-upper,60941,108.82,9,12.09,3,285
2023/5/10,20:15:29,3-lower,143876,244.16,10,24.42,4,286
2023/5/10,20:15:46,3-mid,144327,241.86,12,20.16,5,287
2023/5/10,20:16:04,3-upper,79389,153.41,9,17.05,7,288
2023/5/10,20:16:22,1-mid,75394,134.68,9,14.96,8,289
2023/5/10,20:16:40,1-lower,152177,258.33,11,23.48,9,290
2023/5/10,20:46:59,2-lower,141801,237.66,12,19.81,0,291
2023/5/10,20:47:16,2-mid,106051,175.52,9,19.5,1,292
2023/5/10,20:47:34,1-upper,78728,140.59,9,15.62,2,293
2023/5/10,20:47:51,2-upper,61910,110.55,9,12.28,3,294
2023/5/10,20:48:09,3-lower,144849,245.81,10,24.58,4,295
2023/5/10,20:48:26,3-mid,144627,242.36,12,20.2,5,296
2023/5/10,20:48:45,3-upper,80016,154.63,9,17.18,7,297
2023/5/10,20:49:04,1-mid,76336,136.36,9,15.15,8,298
2023/5/10,20:49:22,1-lower,154261,261.86,11,23.81,9,299
2023/5/10,21:19:40,2-lower,141048,236.4,12,19.7,0,300
2023/5/10,21:19:57,2-mid,105299,174.28,9,19.36,1,301
2023/5/10,21:20:15,1-upper,78964,141.01,9,15.67,2,302
2023/5/10,21:20:33,2-upper,61815,110.38,9,12.26,3,303
2023/5/10,21:20:50,3-lower,145042,246.14,10,24.61,4,304
2023/5/10,21:21:08,3-mid,142455,238.72,12,19.89,5,305
2023/5/10,21:21:25,3-upper,80084,154.76,9,17.2,7,306
2023/5/10,21:21:43,1-mid,76297,136.29,9,15.14,8,307
2023/5/10,21:22:01,1-lower,151942,257.93,11,23.45,9,308
2023/5/10,21:52:19,2-lower,140662,235.76,12,19.65,0,309
2023/5/10,21:52:37,2-mid,105435,174.5,9,19.39,1,310
2023/5/10,21:52:55,1-upper,79954,142.78,9,15.86,2,311
2023/5/10,21:53:13,2-upper,61720,110.21,9,12.25,3,312
2023/5/10,21:53:32,3-lower,144972,246.02,10,24.6,4,313
2023/5/10,21:53:51,3-mid,141865,237.73,12,19.81,5,314
2023/5/10,21:54:09,3-upper,79983,154.56,9,17.17,7,315
2023/5/10,21:54:26,1-mid,76272,136.25,9,15.14,8,316
2023/5/10,21:54:43,1-lower,151679,257.48,11,23.41,9,317
2023/5/10,22:25:02,2-lower,142488,238.82,12,19.9,0,318
2023/5/10,22:25:19,2-mid,106352,176.02,9,19.56,1,319
2023/5/10,22:25:38,1-upper,81425,145.4,9,16.16,2,320
2023/5/10,22:25:56,2-upper,61352,109.56,9,12.17,3,321
2023/5/10,22:26:14,3-lower,144643,245.46,10,24.55,4,322
2023/5/10,22:26:32,3-mid,143547,240.55,12,20.05,5,323
2023/5/10,22:26:50,3-upper,80638,155.83,9,17.31,7,324
2023/5/10,22:27:09,1-mid,77226,137.95,9,15.33,8,325
2023/5/10,22:27:26,1-lower,152462,258.81,11,23.53,9,326
2023/5/10,22:57:45,2-lower,144757,242.62,12,20.22,0,327
2023/5/10,22:58:03,2-mid,107610,178.1,9,19.79,1,328
2023/5/10,22:58:22,1-upper,82500,147.32,9,16.37,2,329
2023/5/10,22:58:40,2-upper,61102,109.11,9,12.12,3,330
2023/5/10,22:58:58,3-lower,145999,247.76,10,24.78,4,331
2023/5/10,22:59:15,3-mid,145601,244,12,20.33,5,332
2023/5/10,22:59:33,3-upper,81498,157.49,9,17.5,7,333
2023/5/10,23:00:02,1-mid,78275,139.82,9,15.54,8,334
2023/5/10,23:00:20,1-lower,156115,265.01,11,24.09,9,335
2023/5/10,23:30:48,2-lower,145391,243.68,12,20.31,0,336
2023/5/10,23:31:07,2-mid,108496,179.57,9,19.95,1,337
2023/5/10,23:31:25,1-upper,82794,147.85,9,16.43,2,338
2023/5/10,23:31:43,2-upper,61066,109.05,9,12.12,3,339
2023/5/10,23:32:02,3-lower,146915,249.31,10,24.93,4,340
2023/5/10,23:32:19,3-mid,147207,246.69,12,20.56,5,341
2023/5/10,23:32:36,3-upper,82240,158.92,9,17.66,7,342
2023/5/10,23:32:54,1-mid,79242,141.55,9,15.73,8,343
2023/5/10,23:33:12,1-lower,158183,268.52,11,24.41,9,344
2023/5/11,0:03:31,2-lower,146505,245.55,12,20.46,0,345
2023/5/11,0:03:58,2-mid,109232,180.79,9,20.09,1,346
2023/5/11,0:04:19,1-upper,83416,148.96,9,16.55,2,347
2023/5/11,0:04:40,2-upper,61173,109.24,9,12.14,3,348
2023/5/11,0:05:10,3-lower,147541,250.38,10,25.04,4,349
2023/5/11,0:05:35,3-mid,147795,247.67,12,20.64,5,350
2023/5/11,0:05:59,3-upper,82008,158.47,9,17.61,7,351
2023/5/11,0:06:22,1-mid,79540,142.08,9,15.79,8,352
2023/5/11,0:06:45,1-lower,158964,269.85,11,24.53,9,353
2023/5/11,0:37:08,2-lower,146285,245.18,12,20.43,0,354
2023/5/11,0:37:24,2-mid,109488,181.21,9,20.13,1,355
2023/5/11,0:37:43,1-upper,83204,148.58,9,16.51,2,356
2023/5/11,0:38:00,2-upper,61739,110.25,9,12.25,3,357
2023/5/11,0:38:18,3-lower,147518,250.34,10,25.03,4,358
2023/5/11,0:38:35,3-mid,148110,248.2,12,20.68,5,359
2023/5/11,0:38:53,3-upper,81665,157.81,9,17.53,7,360
2023/5/11,0:39:11,1-mid,79473,141.96,9,15.77,8,361
2023/5/11,0:39:30,1-lower,158780,269.53,11,24.5,9,362
2023/5/11,1:09:59,2-lower,145444,243.77,12,20.31,0,363
2023/5/11,1:10:16,2-mid,109318,180.93,9,20.1,1,364
2023/5/11,1:10:34,1-upper,83920,149.86,9,16.65,2,365
2023/5/11,1:10:52,2-upper,61401,109.64,9,12.18,3,366
2023/5/11,1:11:09,3-lower,147360,250.07,10,25.01,4,367
2023/5/11,1:11:27,3-mid,147881,247.82,12,20.65,5,368
2023/5/11,1:11:44,3-upper,81007,156.54,9,17.39,7,369
2023/5/11,1:12:02,1-mid,78855,140.86,9,15.65,8,370
2023/5/11,1:12:19,1-lower,157544,267.44,11,24.31,9,371
2023/5/11,1:42:38,2-lower,147417,247.08,12,20.59,0,372
2023/5/11,1:42:55,2-mid,110088,182.21,9,20.25,1,373
2023/5/11,1:43:14,1-upper,84490,150.88,9,16.76,2,374
2023/5/11,1:43:32,2-upper,62792,112.13,9,12.46,3,375
2023/5/11,1:43:50,3-lower,148517,252.03,10,25.2,4,376
2023/5/11,1:44:08,3-mid,149673,250.82,12,20.9,5,377
2023/5/11,1:44:26,3-upper,81986,158.43,9,17.6,7,378
2023/5/11,1:44:43,1-mid,80400,143.62,9,15.96,8,379
2023/5/11,1:45:01,1-lower,158758,269.5,11,24.5,9,380
2023/5/11,2:15:20,2-lower,147182,246.68,12,20.56,0,381
2023/5/11,2:15:37,2-mid,109982,182.03,9,20.23,1,382
2023/5/11,2:15:55,1-upper,85003,151.79,9,16.87,2,383
2023/5/11,2:16:13,2-upper,62729,112.02,9,12.45,3,384
2023/5/11,2:16:32,3-lower,148329,251.71,10,25.17,4,385
2023/5/11,2:16:49,3-mid,149038,249.76,12,20.81,5,386
2023/5/11,2:17:06,3-upper,81362,157.23,9,17.47,7,387
2023/5/11,2:17:24,1-mid,80232,143.32,9,15.92,8,388
2023/5/11,2:17:41,1-lower,158242,268.62,11,24.42,9,389
2023/5/11,2:48:01,2-lower,148176,248.35,12,20.7,0,390
2023/5/11,2:48:18,2-mid,110194,182.38,9,20.26,1,391
2023/5/11,2:48:36,1-upper,85073,151.92,9,16.88,2,392
2023/5/11,2:48:53,2-upper,63153,112.77,9,12.53,3,393
2023/5/11,2:49:11,3-lower,148524,252.04,10,25.2,4,394
2023/5/11,2:49:29,3-mid,149438,250.43,12,20.87,5,395
2023/5/11,2:49:46,3-upper,81594,157.67,9,17.52,7,396
2023/5/11,2:50:04,1-mid,80332,143.5,9,15.94,8,397
2023/5/11,2:50:22,1-lower,156095,264.98,11,24.09,9,398
2023/5/11,3:20:41,2-lower,148896,249.56,12,20.8,0,399
